CODMUNDV;NOME_MUNIC;NOME_UF;UF;REG;CENTR;RM;MUN_HIS_TUR;POP_2010;POP_URB_10;POP_2015;POP_2016;TXC_POP_10_16;AREA;DENS_2016;PART_12;PART_16;ANTEN_TOTAL;AREA_URB;PIB;PIB_PER_CAP;PRIN_ATIVIDADE;RENDA;VEIC_2016;AUTO_2016;MOTO_2016;VEIC_2010;AUTO_2010;MOTO_2010;TXC_AUTO_10_16;TXC_MOTO_10_16;ACESS;PAV;CAL;ARB;LOGR;TX_ACID_TRAN;IDH;PD;PD_ANO;PDMU;Zona;LON;LAT;dif_EuclRede
3526704;Leme;SÃO PAULO;SP;Sudeste;Centro de Zona B;AUP;0;91756;0,979358298;99388;100296;0,020175453;402,9;248,9352197;PT;PSD;18;0;2307965,348;23670,22561;Serviços;714,7338806;64010;38419;19981;45125;26792;14187;0,074751808;0,070891152;0,018975949;0,897738957;0,839712258;0,824263583;0,829603739;17,26589478;0,744;1;1993;0;713;-47,38285234;-22,19227641;4325,915524
3508504;Caçapava;SÃO PAULO;SP;Sudeste;;RMVPLN;1;84752;0,855637625;91162;91883;0,018394329;370,2;248,1982712;PSDB;PV;40;23,76;3393999,234;37850,72974;Indústria;853,9119286;50610;36621;10510;34517;24926;7523;0,079979525;0,069159085;0,012103295;0,730458057;0,661058239;0,773835983;0,749904767;9,952889656;0,788;1;2007;0;505;-45,70593855;-23,1080866;2746,586552
3535606;Paraibuna;SÃO PAULO;SP;Sudeste;Centro Local;RMVPLN;0;17388;0,30147228;18125;18166;0,01043201;809,6;22,43824111;DEM;PSDB;34;0;243182,9834;13480,20972;Serviços;619,541;9315;6595;1994;5672;3956;1203;0,107622332;0,106348383;0,000584795;0,303058874;0,287357862;0,22762566;0,193296214;44,24044683;0,719;1;2013;1;522;-45,66692442;-23,38002949;4425,639151
3524907;Jambeiro;SÃO PAULO;SP;Sudeste;Centro Local;RMVPLN;1;5349;0,478781081;6092;6200;0,033051147;184,3;33,64080304;DEM;SD;11;0;289511,5357;49337,34419;Indústria;758,29;2454;1803;378;1243;933;167;0,140834948;0,177484139;0,002277328;0,331831984;0,267375169;0,237795209;0,208080297;33,43922421;0,756;1;2015;1;516;-45,69483442;-23,25699036;4470,924248
3550407;São Pedro;SÃO PAULO;SP;Sudeste;Centro Local;AUP;1;31662;0,840344893;34284;34595;0,020089519;611;56,6202946;PPS;PSD;13;0;502671,0715;14943,54811;Serviços;794,1455385;22077;15542;4767;15259;10704;3317;0,077437683;0,075226442;0,008205731;0,59751853;0,584118668;0,658362874;0,649476305;20,60884414;0,755;1;2010;0;722;-47,90393803;-22,54981932;2847,721054
3521101;Ipeúna;SÃO PAULO;SP;Sudeste;Centro Local;AUP;0;6016;0,860704787;6914;7047;0,035393387;190;37,08947368;PP;PSD;5;0;547415,0176;82466,86013;Indústria;865,1025;3623;2590;603;2284;1621;376;0,098255406;0,099071366;0,005412824;0,659270915;0,434954989;0,589285844;0,578930272;14,75361464;0,753;0;;;710;-47,70861366;-22,43461105;4146,812808
3531704;Monteiro Lobato;SÃO PAULO;SP;Sudeste;Centro Local;RMVPLN;1;4120;0,431553398;4467;4509;0,020421696;333,3;13,52835284;PSB;PSB;10;0;50559,83512;11540,70649;Serviços;590,84875;2781;1808;551;2611;1488;554;0,039726466;0,001085386;0,005147059;0,213036009;0,183445574;0,234297691;0,221797691;45,2079566;0,71;0;;;520;-45,84047263;-22,95458319;6656,808158
3511706;Charqueada;SÃO PAULO;SP;Sudeste;Centro Local;AUP;0;15085;0,907258866;16440;16608;0,021737009;175,8;94,47098976;PT;PSDB;7;0;237903,0387;14783,93231;Serviços;711,0668966;8239;5973;1331;5830;4233;874;0,071294436;0,087760601;0,000821018;0,594761876;0,466162523;0,488664737;0,48257075;12,29407426;0,736;0;;;705;-47,77350108;-22,51207868;2907,679092
3500600;Águas De São Pedro;SÃO PAULO;SP;Sudeste;Centro Local;AUP;1;2707;1;3139;3205;0,037709434;5,4;593,5185185;PSDB;PSDB;5;0;97021,15709;32297,3226;Serviços;1536,731429;2369;1875;319;1597;1260;233;0,082744897;0,064846364;0,018180407;0,973019167;0,933011829;0,978422975;0,88950826;;0,854;0;;0;701;-47,87609451;-22,59996454;2550,565092
3543907;Rio Claro;SÃO PAULO;SP;Sudeste;Centro Subregional A;AUP;0;186253;0,975662137;199961;201473;0,017912637;498,7;403,9963906;PMDB;DEM;56;38,42;7665018,599;38944,10962;Serviços;1004,806934;154592;92856;51615;115926;68737;39863;0,061998442;0,053031082;0,018491385;0,906429114;0,869937208;0,769731167;0,728479104;20,66396859;0,803;1;1992;1;717;-47,56493438;-22,4048158;3160,817917
3503307;Araras;SÃO PAULO;SP;Sudeste;Centro Subregional B;AUP;1;118843;0,946155853;128895;130102;0,020506126;644,8;201,7710918;PT;PSDB;48;26,84;4242641,856;33567,59466;Serviços;928,3144571;91675;57696;27563;67807;42932;20198;0,060896256;0,064151897;0,002996215;0,879720912;0,815798643;0,744611185;0,75078684;18,79979007;0,781;1;1972;0;703;-47,38881139;-22,36939257;3697,870027
3545001;Salesópolis;SÃO PAULO;SP;Sudeste;Centro Local;RMSP;1;15635;0,636648545;16688;16797;0,016427956;425;39,52235294;PR;PR;8;0;164971,119;10021,32906;Serviços;908,1713636;10155;6447;2172;6495;4071;1448;0,096304795;0,084471771;0,006356348;0,440620217;0,400644675;0,223651108;0,442378316;30,16409266;0,732;1;2007;;129;-45,84732142;-23,53074491;5022,87421
3512209;Conchal;SÃO PAULO;SP;Sudeste;Centro Local;AUP;0;25229;0,944904673;27132;27345;0,01834619;182,8;149,5897155;DEM;PSDB;9;0;499992,4622;18734,02758;Serviços;609,9075;15862;10273;3660;10143;6450;2315;0,097558089;0,095938082;0,00354302;0,811420454;0,759354934;0,836007268;0,537044009;22,29323029;0,708;1;2006;0;706;-47,17130612;-22,34158368;5250,846067
3546702;Santa Gertrudes;SÃO PAULO;SP;Sudeste;Centro Local;AUP;0;21634;0,989368586;24737;25192;0,03407622;98;257,0612245;PTB;PTB;5;0;1344571,097;56511,20486;Indústria;745,6775;14502;9071;4143;9670;6026;2727;0,085238539;0,087241345;0,010631827;0,924191853;0,850158566;0,881718872;0,817088751;16,47989453;0,737;1;2002;0;720;-47,53249067;-22,45579877;3368,530995
3549904;São José Dos Campos;SÃO PAULO;SP;Sudeste;Capital Regional C;RMVPLN;1;629921;0,979656179;688597;695992;0,02251517;1099,8;632,8350609;PT;PSDB;316;270,12;27401017,04;40699,31458;Serviços;1271,023132;402274;314069;59631;303954;236412;47912;0,058451861;0,044733591;0,119639528;0,840556361;0,826460361;0,825633152;0,821758428;13,50883066;0,807;1;2006;1;500;-45,886193;-23,20648739;2664,822444
3550209;São Miguel Arcanjo;SÃO PAULO;SP;Sudeste;Centro Local;RMS;1;31450;0,683688394;32769;32840;0,010323919;930,3;35,30044072;PTB;PP;11;0;485738,7015;14890,36821;Serviços;571,22;14972;9963;3514;9605;6090;2395;0,103454849;0,07969042;0,016997514;0,481610249;0,372916476;0,395277945;0,431504404;36,70173722;0,71;1;2006;0;620;-47,99663434;-23,88166665;4476,74756
3546009;Santa Branca;SÃO PAULO;SP;Sudeste;Centro Local;RMVPLN;0;13763;0,882075129;14534;14601;0,013719992;275,3;53,03668725;PT;PSDB;7;0;237226,3869;16479,77679;Indústria;670,7908824;6046;4647;968;4008;3025;643;0,089656111;0,085257702;0,000166168;0,491801178;0,468623339;0,219884434;0,176050008;55,30591082;0,735;0;;;529;-45,8843195;-23,39936776;3646,729949
3512407;Cordeirópolis;SÃO PAULO;SP;Sudeste;Centro Local;AUP;0;21080;0,898197343;23234;23517;0,024621217;137,6;170,9084302;PV;PMDB;10;0;2274596,54;100432,5565;Serviços;812,9913333;14473;10145;2709;10463;7266;2037;0,069033541;0,058677286;0,143653747;0,691571642;0,668122775;0,686490892;0,601580627;26,14948791;0,758;1;2011;0;707;-47,45899574;-22,48228343;3756,345587
3522307;Itapetininga;SÃO PAULO;SP;Sudeste;Centro Subregional B;RMS;0;144377;0,907693054;157016;158561;0,02120157;1790,2;88,57166797;#N/D;#N/D;61;32,79;3443713,544;22389,39954;Serviços;727,662069;88163;55144;26267;59359;36456;18431;0,086290171;0,073426506;0,02274342;0,747447242;0,692411632;0,672757967;0,677037151;19,30054814;0,763;1;2007;0;611;-48,04298249;-23,58702481;3103,100321
3524402;Jacareí;SÃO PAULO;SP;Sudeste;;RMVPLN;0;211214;0,986189362;226539;228214;0,017665542;459,7;496,4411573;PT;PSDB;130;115,08;8290851,208;37168,03791;Indústria;829,3177273;122982;91837;22025;89798;66524;16749;0,066615441;0,056295445;0,021538765;0,723332186;0,686514444;0,680342164;0,663059899;17,34674815;0,777;1;2003;1;515;-45,95987483;-23,30308173;3136,734615
3521408;Iracemápolis;SÃO PAULO;SP;Sudeste;Centro Local;AUP;0;20029;0,979379899;22557;22914;0,030161982;115,1;199,0790617;PT;PSDB;8;0;551598,517;25285,28613;Serviços;837,8878571;13748;9455;2753;9997;6730;2044;0,070358578;0,061365738;0,018776649;0,882112773;0,876482795;0,879667956;0,802689739;13,51899419;0,776;0;;1;711;-47,51295824;-22,57431763;4212,48055
3515152;Engenheiro Coelho;SÃO PAULO;SP;Sudeste;Centro Local;RMC;0;15721;0,731378411;18611;19059;0,043091449;109,9;173,4212921;PMDB;PMDB;10;0;351644,6757;19888,27983;Serviços;705,9185714;8536;5253;2304;5205;3143;1362;0,108185859;0,110864462;0,002495084;0,595739471;0,559291203;0,521051452;0,119600044;44,06985071;0,732;1;2012;0;204;-47,21136417;-22,49055989;4864,630241
3506359;Bertioga;SÃO PAULO;SP;Sudeste;;RMBS;1;47645;0,983670899;56555;57942;0,04379069;490;118,2489796;DEM;PSDB;89;55,76;1519278,241;28303,02801;Serviços;932,1608247;21432;13236;6586;11576;6675;3972;0,146729797;0,106426317;0,025465113;0,279550609;0,526803578;0,648716211;0,404430577;29,01810004;0,73;1;1998;1;301;-46,13459722;-23,84144307;8886,888932
3518701;Guarujá;SÃO PAULO;SP;Sudeste;;RMBS;1;290752;0,999807396;311230;313421;0,017160966;142,9;2193,289013;PMDB;PSB;155;135,72;6746390,135;21997,92664;Serviços;907,4433264;126970;64570;53837;89128;45660;37848;0,071763533;0,073019423;0,06453133;0,632726305;0,670452233;0,588684376;0,491028135;16,18180582;0,751;1;2013;1;303;-46,25559901;-23,99472304;7838,366114
3526902;Limeira;SÃO PAULO;SP;Sudeste;Centro Subregional A;AUP;1;276022;0,970158176;296440;298701;0,018001169;581;514,1153184;PSB;PSD;130;56,77;10392186,2;35620,41969;Serviços;918,8837223;196795;137983;43458;145547;101029;33357;0,064329025;0,054329966;0,023136525;0,843187209;0,82781613;0,789892225;0,8276785;15,29946146;0,775;1;1998;0;714;-47,39344621;-22,57200022;3080,330166
3511607;Cesário Lange;SÃO PAULO;SP;Sudeste;Centro Local;RMS;0;15540;0,675160875;17163;17378;0,025145588;190,8;91,07966457;PSDB;PSDB;13;0;272322,0321;16290,12574;Serviços;625,386087;9912;6917;2202;6171;4140;1416;0,108111564;0,092322331;0,027391151;0,545248361;0,433334013;0,446145877;0,514485456;35,41285487;0,706;0;;;608;-47,95690735;-23,22252968;2977,605145
3538709;Piracicaba;SÃO PAULO;SP;Sudeste;Capital Regional C;AUP;1;364571;0,978528188;391449;394419;0,017942547;1376,9;286,454354;PSDB;PSDB;198;78,81;20273704,33;52619,74664;Serviços;1106,272895;277223;196407;57673;209698;149557;43614;0,056014894;0,057473091;0,025890551;0,852913524;0,829472022;0,820151934;0,784998543;19,82431027;0,785;1;2006;1;700;-47,63445661;-22,72163855;2331,104572
3518305;Guararema;SÃO PAULO;SP;Sudeste;;RMSP;1;25844;0,860547903;28344;28664;0,023352728;270,6;105,9275684;PR;PR;29;8,09;1686844,936;60943,13146;Serviços;720,5913333;15354;10817;3021;9509;6608;1984;0,10358899;0,087731765;0,012592165;0,423587932;0,360928496;0,324323837;0,610103454;24,98572244;0,731;1;2006;0;114;-46,03751439;-23,41288817;3857,749087
3537602;Peruíbe;SÃO PAULO;SP;Sudeste;Centro Local;RMBS;1;59773;0,988824386;65226;65907;0,022065957;311,4;211,6473988;PTB;PSDB;37;31;1231666,848;19300,58526;Serviços;847,1256303;31033;20411;8517;19035;12037;5695;0,11139696;0,083823551;0,041778226;0,598735235;0,578544748;0,629405213;0,489506695;13,94678527;0,749;1;2007;0;306;-46,96777691;-24,28408062;10458,32109
3506607;Biritiba Mirim;SÃO PAULO;SP;Sudeste;Centro Local;RMSP;0;28575;0,858267717;31158;31479;0,021870433;317,2;99,24022699;PSDB;PV;8;0;569093,0805;18663,68492;Agropecuária;554,8454762;11450;8539;1874;6709;5009;1073;0,112579866;0,117979842;0,001918425;0,324110176;0,305466587;0,293435287;0,300661785;29,19234512;0,712;1;2004;0;103;-46,06234376;-23,56500944;5285,202616
3547304;Santana De Parnaíba;SÃO PAULO;SP;Sudeste;;RMSP;1;108813;1;126574;129261;0,038522548;179,8;718,9154616;DEM;PSDB;58;36,67;7373602,986;60939,87492;Serviços;2272,820654;75607;55658;11310;48812;36618;7062;0,087343081;0,098770468;0,001844318;0,662828417;0,43459392;0,465133416;0,61447644;17,76700989;0,814;1;2006;0;131;-46,9219365;-23,44218683;2523,324427
3503802;Artur Nogueira;SÃO PAULO;SP;Sudeste;Centro Local;RMC;0;44177;0,905403264;50246;51126;0,032705092;178;287,2247191;PSD;PSDB;13;0;798659,4548;16494,41253;Serviços;837,9348387;32574;21725;8292;21988;14341;5777;0,086615936;0,074957725;0,003054246;0,740912171;0,688882668;0,781702627;0,403596192;28,37109391;0,749;1;2007;0;202;-47,16369178;-22,56868964;5115,929089
3526407;Laranjal Paulista;SÃO PAULO;SP;Sudeste;Centro Local;AUP;1;25251;0,895489288;27384;27640;0,020480184;384;71,97916667;PT;PTB;16;0;695439,6577;25898,02472;Serviços;761,0423077;15371;10933;2788;10769;7648;1983;0,074084115;0,070518091;0,011762933;0,770980233;0,758595793;0,679650226;0,41170036;14,74817491;0,729;1;2006;1;712;-47,83574003;-23,04739986;4238,050231
3548500;Santos;SÃO PAULO;SP;Sudeste;Capital Regional C;RMBS;1;419400;0,999251311;433966;434359;0,008571797;281,1;1545,211668;PSDB;PSDB;270;122,66;19265873,5;44478,21785;Serviços;1526,83629;259191;159775;73232;222379;144465;59653;0,02035016;0,041870451;0,214283468;0,924132767;0,865840997;0,808978708;0,853063106;12,22423397;0,84;1;2013;1;300;-46,32098301;-23,95383735;6615,498816
3545159;Saltinho;SÃO PAULO;SP;Sudeste;Centro Local;AUP;0;7059;0,83453747;7818;7919;0,025860059;99,7;79,42828485;PDT;PSDB;5;0;178360,736;23446,92204;Serviços;927,709;4937;3696;533;3686;2750;416;0,060913202;0,050816239;0,042271269;0,783817159;0,772051565;0,749732691;0,34022653;12,96344309;0,791;1;1995;;719;-47,67683207;-22,84512327;5030,183867
3525508;Joanópolis;SÃO PAULO;SP;Sudeste;Centro Local;MR Bragança;1;11768;1;12725;12837;0,019738421;375,1;34,2228739;PT;DEM;7;0;150060,3852;12012,51883;Serviços;761,8448;8731;5597;2393;5581;3590;1499;0,092879228;0,098065415;0,007019455;0,521248649;0,490778097;0,371563688;0,402568939;23,79064235;0,699;0;;;903;-46,2746977;-22,92949111;8167,099371
3522109;Itanhaém;SÃO PAULO;SP;Sudeste;;RMBS;1;87057;0,990638317;96222;97439;0,025339458;599,6;162,5066711;PSDB;PSDB;43;89,2;1306101,449;13939,7781;Serviços;734,45837;38180;24892;10472;21797;13510;6708;0,130006362;0,093169021;0,028677118;0,51969539;0,536320105;0,502303358;0,554094736;17,8990703;0,745;1;2000;1;304;-46,81697295;-24,19168432;10087,99369
3500758;Alambari;SÃO PAULO;SP;Sudeste;Centro Local;RMS;0;4884;0,751842752;5560;5658;0,032939259;159,3;35,51789077;PSDB;PSDB;9;0;67900,00354;12677,37183;Agropecuária;658,808125;2059;1253;618;1143;684;318;0,128701218;0,142121405;0,006521647;0,373767481;0,259658635;0,449611256;0,559297925;54,94505495;0,712;0;;;601;-47,8689504;-23,54899737;4104,160074
3520202;Igaratá;SÃO PAULO;SP;Sudeste;Centro Local;RMVPLN;0;8831;0,7932284;9349;9397;0,014352301;293;32,07167235;PR;PSDB;14;0;144875,1737;15660,48791;Serviços;758,88;5092;3692;1021;3095;2099;734;0,119566386;0,068232868;;0,263448434;0,19573505;0,28522923;0,214330945;32,25459628;0,711;1;2011;1;513;-46,15831467;-23,20720677;3999,658275
3548005;Santo Antônio De Posse;SÃO PAULO;SP;Sudeste;Centro Local;RMC;0;20650;0,912058111;22389;22597;0,02041929;154;146,7337662;PRB;PSD;8;0;687016,5231;31289,1799;Serviços;705,2746667;13545;8642;3158;8919;5581;2133;0,0913912;0,081643772;0,022220414;0,635861135;0,483604471;0,212176129;0,587250288;22,54689755;0,702;1;2006;0;216;-46,94988829;-22,60331771;5532,783698
3551009;São Vicente;SÃO PAULO;SP;Sudeste;;RMBS;1;332445;0,998110966;355542;357989;0,01693402;148,9;2404,224312;PP;PMDB;113;79,08;4386717,469;12516,84895;Serviços;820,485493;129355;68733;51822;92031;49912;36115;0,066085571;0,074893187;0,083505846;0,736972219;0,744420478;0,665714727;0,614725854;14,44595513;0,768;1;1999;0;308;-46,38898082;-23,95769976;6286,508192
3551108;Sarapuí;SÃO PAULO;SP;Sudeste;Centro Local;RMS;1;9027;0,736235737;9836;9936;0,021689122;352,7;28,17125035;PSDB;PMDB;6;0;111397,9279;11570,20439;Serviços;595,6716667;5318;3162;1800;3060;1766;1066;0,123554732;0,11046036;0,015116721;0,256225595;0,202886278;0,441834521;0,303941629;61,63961373;0,707;0;;;622;-47,82713251;-23,6386699;4897,99777
3536802;Pedra Bela;SÃO PAULO;SP;Sudeste;Centro Local;MR Bragança;0;5780;0,249134948;6044;6062;0,011228158;158,6;38,22194199;DEM;PSDB;5;0;63474,66679;10563,26623;Serviços;609,8082353;3536;2185;996;2126;1251;645;0,117992336;0,090786928;0,008304446;0,127725506;0,097490959;0,042323564;0,103236843;33,18400531;0,677;1;2007;;905;-46,44365116;-22,79679609;8231,591824
3525854;Jumirim;SÃO PAULO;SP;Sudeste;Centro Local;RMS;0;2798;0,580057184;3142;3190;0,029412927;56,7;56,26102293;PTB;PMDB;5;0;63924,54248;21013,98504;Indústria;727,5733333;1474;1124;187;998;762;106;0,080842138;0,120229869;0,006862745;0,448846046;0,444061357;0,462822843;0,468899522;97,02457956;0,741;0;;0;613;-47,7923714;-23,08381627;3786,852588
3544004;Rio Das Pedras;SÃO PAULO;SP;Sudeste;Centro Local;AUP;0;29501;0,96817057;32982;33464;0,028276859;226,7;147,6135862;PPS;PSDB;9;0;1129909,766;35329,55305;Serviços;823,5832653;17728;12702;3194;12306;8687;2265;0,078947859;0,07115752;0,028138556;0,846302867;0,796060984;0,795196778;0,553069285;30,7796485;0,759;1;2006;0;718;-47,6036682;-22,84181269;4793,638563
3539103;Pirapora Do Bom Jesus;SÃO PAULO;SP;Sudeste;;RMSP;1;15733;1;17646;17913;0,029102618;108,8;164,6415441;#N/D;#N/D;8;3,1;323919,1471;18952,61524;Serviços;548,29;6672;4532;1461;3973;2660;928;0,112452952;0,095015957;;0,149879271;0,149288115;0,115966225;0,14895587;5,756389592;0,727;1;2004;;125;-47,0032113;-23,39865267;4668,865914
